date,state,place,latitude,longitude,depth_km,magnitude,risk_label
2018-09-14,Uttarakhand,Delhi NCR,29.8543,86.293,30.12,5.1,0
2020-09-23,Andaman and Nicobar Islands,Delhi NCR,10.8719,85.3971,28.47,5.2,0
2017-10-25,Manipur,Andaman Sea,12.403,79.0803,17.06,6.9,1
2002-07-27,Andhra Pradesh,Bangalore Region,26.7131,73.6696,36.39,7.1,1
2005-05-20,Meghalaya,Himalayan Belt,28.1938,77.7151,27.78,4.9,0
2010-10-18,Sikkim,Bangalore Region,25.2522,75.5783,66.57,3.9,0
2004-05-06,Himachal Pradesh,Bangalore Region,26.2282,92.3158,59.82,8.4,1
2020-11-06,Andaman and Nicobar Islands,Bhuj Region,35.6072,78.6093,109.6,7.7,1
2015-08-10,Tamil Nadu,Koyna Region,34.6561,95.8175,106.31,8.3,1
2018-11-16,Tamil Nadu,Koyna Region,7.9116,96.0919,26.5,7.2,1
2022-09-12,Andhra Pradesh,Northeast India,29.2621,77.8484,39.72,7.1,1
2021-10-21,Tamil Nadu,Koyna Region,11.596,92.124,108.92,6.3,1
2014-03-17,Rajasthan,Bangalore Region,33.4645,92.3017,96.5,7.3,1
2010-12-29,Gujarat,Himalayan Belt,28.4862,80.4025,51.02,5.8,1
2010-09-19,Karnataka,Bhuj Region,26.0256,73.8584,28.84,6.1,1
2006-09-12,Himachal Pradesh,Nicobar Islands,27.9152,80.6944,110.39,5.7,1
2021-10-07,Nagaland,Bangalore Region,12.9499,82.8461,10.71,6.7,1
2021-03-11,Himachal Pradesh,Himalayan Belt,12.4079,82.3272,63.08,7.6,1
2024-07-08,Nagaland,Nicobar Islands,17.7938,69.8911,101.41,3.9,0
2018-09-11,Telangana,Delhi NCR,18.5814,87.9738,26.63,3.8,0
2021-09-29,Gujarat,Northeast India,28.8265,87.9487,68.17,7.3,1
2018-07-02,Meghalaya,Delhi NCR,16.5404,93.1168,71.38,7.5,1
2000-05-26,Nagaland,Delhi NCR,25.044,83.4672,77.18,3.6,0
2005-08-26,Tamil Nadu,Bhuj Region,29.8723,80.4695,19.76,5.0,0
2023-12-16,Himachal Pradesh,Andaman Sea,25.6262,94.9907,36.67,4.0,0
2009-10-23,Andhra Pradesh,Nicobar Islands,21.176,79.7564,78.85,3.2,0
2019-02-20,Maharashtra,Andaman Sea,18.2911,73.0796,27.2,7.1,1
2021-10-31,Tamil Nadu,Delhi NCR,34.1435,90.8484,67.82,3.6,0
2016-03-04,Telangana,Koyna Region,15.6613,72.4876,93.12,8.2,1
2021-11-18,Tamil Nadu,Bangalore Region,22.5441,87.4387,27.03,5.5,1
2022-08-02,Andhra Pradesh,Northeast India,18.6806,92.174,37.84,4.8,0
2010-04-19,Meghalaya,Koyna Region,26.9591,71.7624,31.05,4.7,0
2007-05-16,Andhra Pradesh,Koyna Region,9.1642,85.9543,98.24,6.4,1
2006-12-09,Kerala,Bangalore Region,21.8878,97.1903,65.63,3.8,0
2012-05-07,Nagaland,Bhuj Region,20.0574,83.3178,36.45,4.7,0
2005-03-29,Rajasthan,Andaman Sea,32.3303,84.2643,75.99,5.4,0
2021-09-06,Manipur,Delhi NCR,10.9963,93.5968,66.84,6.5,1
2005-06-21,Manipur,Andaman Sea,29.9127,91.7896,61.86,5.6,1
2016-06-08,Rajasthan,Bhuj Region,8.0925,76.0078,9.3,5.9,1
2001-09-23,Rajasthan,Northeast India,22.3757,96.9077,56.31,7.5,1
2016-04-01,Andhra Pradesh,Bhuj Region,26.4559,83.6142,63.38,6.2,1
2015-07-31,Andhra Pradesh,Bhuj Region,25.1839,97.0821,49.62,4.6,0
2006-04-20,Sikkim,Andaman Sea,23.3214,83.9014,64.12,4.9,0
2005-05-26,Nagaland,Bhuj Region,24.2549,94.2453,17.28,7.0,1
2016-04-26,Himachal Pradesh,Bangalore Region,7.7176,69.2437,54.96,4.4,0
2001-09-09,Gujarat,Andaman Sea,20.5464,95.7995,32.3,6.3,1
2014-04-02,Andaman and Nicobar Islands,Northeast India,27.4703,92.4505,69.21,5.4,0
2006-04-06,Andaman and Nicobar Islands,Delhi NCR,18.7671,95.6148,13.3,3.9,0
2017-12-20,Manipur,Nicobar Islands,26.5397,81.6929,105.54,4.8,0
2020-10-24,Andhra Pradesh,Andaman Sea,13.3071,88.897,102.46,5.6,1
2010-08-30,Uttarakhand,Himalayan Belt,19.1334,79.3333,56.46,5.1,0
2010-08-30,Tamil Nadu,Northeast India,28.0745,91.2811,107.19,4.7,0
2001-10-25,Manipur,Nicobar Islands,25.7857,91.5964,36.81,7.5,1
2000-08-09,Tamil Nadu,Nicobar Islands,21.7089,92.6361,74.76,8.2,1
2022-01-07,Assam,Bhuj Region,23.6021,79.8383,17.73,3.9,0
2000-04-06,Maharashtra,Bangalore Region,6.6829,74.9386,88.81,6.7,1
2011-02-27,Nagaland,Delhi NCR,9.1582,93.6056,114.39,5.6,1
2003-02-09,Nagaland,Northeast India,12.3205,70.3458,82.1,4.1,0
2023-01-04,Kerala,Koyna Region,31.2014,91.2314,49.97,3.3,0
2016-03-05,Meghalaya,Nicobar Islands,30.1008,76.8974,36.99,5.7,1
2023-08-12,Sikkim,Koyna Region,17.1568,86.4144,42.71,5.0,0
2015-03-07,Sikkim,Bhuj Region,12.1513,85.9353,40.6,7.6,1
2005-08-08,Tamil Nadu,Northeast India,20.6147,69.7293,79.47,8.5,1
2009-03-20,Manipur,Andaman Sea,19.4024,74.1677,52.37,4.3,0
2007-06-16,Himachal Pradesh,Himalayan Belt,29.62,96.07,98.06,8.3,1
2024-02-08,Andhra Pradesh,Bhuj Region,30.2214,84.0231,89.78,4.6,0
2017-12-11,Assam,Northeast India,9.0627,72.7229,88.6,6.6,1
2005-04-17,Andaman and Nicobar Islands,Nicobar Islands,20.9424,72.5253,51.61,8.0,1
2021-06-26,Manipur,Delhi NCR,22.6036,82.3146,66.49,7.1,1
2018-01-17,Andhra Pradesh,Himalayan Belt,21.2368,97.9527,68.81,7.8,1
2009-04-13,Andaman and Nicobar Islands,Andaman Sea,35.1875,79.2752,89.38,6.8,1
2011-01-27,Andaman and Nicobar Islands,Koyna Region,12.5052,96.9902,61.69,7.2,1
2007-09-12,Kerala,Northeast India,16.6994,97.2749,92.33,7.0,1
2021-08-08,Manipur,Bangalore Region,10.6526,73.9278,14.31,4.5,0
2016-01-17,Uttarakhand,Himalayan Belt,20.1498,73.4065,108.82,8.0,1
2006-07-29,Karnataka,Northeast India,18.4764,95.4018,60.69,8.3,1
2006-06-02,Sikkim,Nicobar Islands,24.7233,87.7701,103.54,8.5,1
2011-12-26,Gujarat,Koyna Region,18.2075,73.5709,107.87,7.2,1
2008-01-04,Uttarakhand,Nicobar Islands,35.1302,76.7513,113.34,7.0,1
2005-08-24,Maharashtra,Nicobar Islands,8.2508,96.2354,24.71,7.3,1
2011-02-14,Andhra Pradesh,Delhi NCR,13.2122,72.6683,13.77,6.4,1
2008-06-06,Meghalaya,Northeast India,26.1421,78.3073,74.81,7.5,1
2010-12-23,Nagaland,Bhuj Region,28.6943,68.0861,74.17,8.4,1
2017-11-24,Manipur,Nicobar Islands,7.8721,77.9955,59.55,3.1,0
2018-07-24,Karnataka,Bhuj Region,10.6076,72.008,50.98,7.6,1
2020-04-05,Himachal Pradesh,Koyna Region,14.0483,96.1899,78.3,4.7,0
2014-04-22,Meghalaya,Northeast India,35.4617,90.722,88.13,6.8,1
2004-01-27,Andaman and Nicobar Islands,Bangalore Region,30.2133,71.3014,105.36,5.4,0
2005-05-13,Rajasthan,Bangalore Region,13.0717,88.5902,11.69,4.9,0
2013-06-04,Himachal Pradesh,Delhi NCR,28.4898,69.1189,12.51,8.1,1
2015-01-12,Tamil Nadu,Nicobar Islands,17.7203,76.084,28.51,4.3,0
2001-11-10,Kerala,Bhuj Region,11.0208,90.8786,116.91,7.3,1
2021-03-22,Telangana,Koyna Region,25.049,80.4613,40.45,7.2,1
2000-11-26,Andaman and Nicobar Islands,Nicobar Islands,35.3423,94.6133,82.08,7.0,1
2017-03-29,Rajasthan,Andaman Sea,34.6731,89.7606,61.24,3.7,0
2009-06-15,Assam,Nicobar Islands,19.9572,75.2137,96.77,5.8,1
2007-09-13,Telangana,Andaman Sea,12.3333,88.1442,95.06,3.2,0
2010-03-25,Andhra Pradesh,Andaman Sea,31.9856,70.4366,110.72,6.6,1
2007-08-20,Uttarakhand,Himalayan Belt,15.5189,90.6554,14.11,7.9,1
2019-01-02,Tamil Nadu,Andaman Sea,28.0435,84.2104,90.64,4.9,0
2020-05-23,Andhra Pradesh,Bhuj Region,6.6313,86.5844,62.48,7.2,1
2007-08-24,Tamil Nadu,Himalayan Belt,10.2461,90.9648,46.47,4.5,0
2013-04-30,Andaman and Nicobar Islands,Northeast India,31.6808,88.4512,6.68,7.2,1
2004-01-03,Telangana,Himalayan Belt,12.9238,79.7589,88.93,6.1,1
2024-04-02,Andhra Pradesh,Himalayan Belt,9.6086,71.3225,35.57,7.7,1
2012-07-06,Andhra Pradesh,Northeast India,7.4887,76.5244,84.36,8.3,1
2024-05-19,Sikkim,Delhi NCR,17.1429,69.8992,74.8,4.7,0
2022-06-12,Telangana,Bangalore Region,31.8979,68.4261,110.34,5.1,0
2014-12-24,Sikkim,Bhuj Region,23.3045,96.5648,97.51,4.3,0
2021-09-19,Meghalaya,Himalayan Belt,12.4501,95.4978,72.73,5.7,1
2012-03-19,Kerala,Northeast India,17.5998,82.621,84.11,3.3,0
2006-11-04,Assam,Bhuj Region,7.4715,74.424,24.59,8.2,1
2021-01-19,Andaman and Nicobar Islands,Bhuj Region,26.7175,81.2245,52.55,4.6,0
2009-11-18,Karnataka,Nicobar Islands,16.5219,87.0468,80.09,3.8,0
2021-08-04,Karnataka,Nicobar Islands,15.283,76.6954,65.08,6.3,1
2002-08-22,Karnataka,Northeast India,7.4063,85.3404,97.94,7.7,1
2010-07-29,Manipur,Delhi NCR,10.265,93.9259,117.07,4.1,0
2006-11-17,Kerala,Delhi NCR,12.9139,81.6329,73.8,5.0,0
2003-12-29,Nagaland,Nicobar Islands,17.4158,76.1786,91.09,8.1,1
2002-02-08,Karnataka,Andaman Sea,30.0904,80.5636,77.86,7.5,1
2004-06-13,Gujarat,Andaman Sea,8.164,77.3359,97.82,5.7,1
2006-01-03,Sikkim,Nicobar Islands,13.8209,70.6524,26.35,4.2,0
2009-12-03,Manipur,Nicobar Islands,34.7624,69.6085,48.98,3.0,0
2004-06-27,Maharashtra,Northeast India,32.9504,76.3096,96.94,4.6,0
2005-03-15,Maharashtra,Northeast India,13.3248,75.2874,50.01,4.7,0
2001-10-12,Manipur,Andaman Sea,30.0861,95.9468,89.75,6.8,1
2006-11-26,Sikkim,Bhuj Region,27.7675,86.9669,20.5,4.1,0
2000-07-14,Kerala,Delhi NCR,13.4314,85.3024,47.18,8.3,1
2021-02-22,Nagaland,Nicobar Islands,32.8668,74.4542,95.84,3.1,0
2005-03-05,Andhra Pradesh,Koyna Region,10.0022,93.6932,6.42,5.9,1
2016-05-24,Assam,Northeast India,30.5337,89.1176,20.37,6.0,1
2010-05-27,Manipur,Andaman Sea,25.3734,85.961,45.71,3.8,0
2021-06-13,Assam,Bangalore Region,18.1411,78.4435,94.83,6.1,1
2009-02-04,Himachal Pradesh,Koyna Region,6.1167,70.8908,28.55,7.2,1
2013-04-23,Manipur,Bhuj Region,30.0009,95.1461,69.41,7.1,1
2005-11-20,Assam,Delhi NCR,6.3342,85.4113,112.41,5.1,0
2012-02-02,Andaman and Nicobar Islands,Bangalore Region,30.6793,82.8324,93.97,4.4,0
2002-10-28,Assam,Bhuj Region,24.6502,82.7933,103.76,7.0,1
2002-07-03,Manipur,Bangalore Region,30.6674,94.3807,36.42,6.5,1
2000-09-24,Karnataka,Himalayan Belt,19.499,83.6418,34.18,6.0,1
2022-06-17,Karnataka,Bhuj Region,32.3345,97.2855,43.52,4.0,0
2019-04-13,Nagaland,Bangalore Region,9.8315,89.4123,16.2,4.9,0
2001-11-23,Telangana,Bangalore Region,17.2706,85.835,30.5,5.1,0
2021-07-31,Nagaland,Himalayan Belt,12.8138,81.1811,13.53,6.5,1
2018-03-01,Gujarat,Bangalore Region,20.4585,74.0235,22.33,8.1,1
2005-09-05,Tamil Nadu,Himalayan Belt,33.0344,85.7607,119.56,6.4,1
2015-02-03,Andaman and Nicobar Islands,Northeast India,26.7455,75.3713,120.0,5.1,0
2009-11-24,Maharashtra,Northeast India,17.0251,79.1718,70.4,7.6,1
2007-03-21,Assam,Bhuj Region,10.3988,93.0468,44.48,4.4,0
2017-08-03,Rajasthan,Delhi NCR,6.7829,95.111,83.38,5.7,1
2023-12-15,Andaman and Nicobar Islands,Northeast India,17.6459,73.5762,94.46,3.7,0
2008-02-20,Kerala,Bangalore Region,18.9359,93.4021,86.58,6.4,1
2014-01-13,Kerala,Andaman Sea,28.8839,73.7899,25.34,7.6,1
2017-07-01,Tamil Nadu,Andaman Sea,16.5464,84.6233,64.92,4.2,0
2009-04-05,Manipur,Koyna Region,24.269,88.178,46.05,7.7,1
2006-04-17,Maharashtra,Delhi NCR,26.1276,76.1316,9.91,7.9,1
2011-09-01,Uttarakhand,Andaman Sea,28.2135,86.2366,97.65,4.1,0
2013-12-15,Sikkim,Bangalore Region,7.2444,72.8354,110.59,4.7,0
2017-09-08,Tamil Nadu,Himalayan Belt,10.233,82.1737,92.78,8.2,1
2020-05-03,Meghalaya,Andaman Sea,26.8053,82.973,111.23,7.0,1
2010-02-08,Rajasthan,Koyna Region,24.7578,77.136,59.79,4.6,0
2012-05-24,Andaman and Nicobar Islands,Andaman Sea,33.0657,75.5696,53.32,7.4,1
2016-08-24,Tamil Nadu,Koyna Region,21.678,79.4573,22.62,8.2,1
2009-08-16,Andaman and Nicobar Islands,Nicobar Islands,17.5251,92.7914,35.32,3.9,0
2009-01-26,Kerala,Bangalore Region,33.6337,73.3382,43.13,3.4,0
2001-12-16,Karnataka,Andaman Sea,17.6519,91.4016,11.86,6.0,1
2022-04-18,Kerala,Bangalore Region,18.0874,68.9546,45.01,5.1,0
2013-11-16,Meghalaya,Delhi NCR,15.9326,68.7908,62.69,4.6,0
2021-07-30,Andhra Pradesh,Bangalore Region,18.2865,69.5323,31.17,7.6,1
2009-10-08,Himachal Pradesh,Nicobar Islands,21.4522,93.7962,44.11,3.7,0
2010-12-06,Uttarakhand,Bhuj Region,22.9858,93.2416,49.36,7.1,1
2003-03-18,Nagaland,Koyna Region,16.4656,88.752,59.35,6.7,1
2009-06-01,Gujarat,Bhuj Region,19.4896,89.9494,39.38,8.2,1
2010-07-12,Andaman and Nicobar Islands,Nicobar Islands,11.1213,72.1988,15.67,4.8,0
2006-03-16,Maharashtra,Nicobar Islands,28.6965,85.0408,110.43,8.0,1
2021-12-26,Andhra Pradesh,Delhi NCR,28.3866,97.6221,108.32,5.5,1
2008-10-27,Kerala,Nicobar Islands,11.9331,93.462,88.18,6.1,1
2006-06-11,Karnataka,Bhuj Region,17.8108,69.1821,72.6,3.1,0
2006-01-20,Karnataka,Bangalore Region,12.6281,91.6982,82.52,4.8,0
2014-03-05,Nagaland,Andaman Sea,17.9815,69.2353,55.83,5.7,1
2009-03-20,Andhra Pradesh,Northeast India,16.9583,82.5373,117.49,4.6,0
2007-11-16,Andhra Pradesh,Bangalore Region,15.7414,97.8036,8.15,6.0,1
2021-03-06,Gujarat,Bangalore Region,33.2066,82.1081,50.86,6.4,1
2009-03-06,Andaman and Nicobar Islands,Nicobar Islands,16.983,92.6453,6.64,4.1,0
2011-10-30,Assam,Nicobar Islands,31.7471,90.1498,39.17,6.2,1
2020-03-23,Andaman and Nicobar Islands,Bangalore Region,17.082,97.2926,7.52,6.7,1
2023-05-20,Andaman and Nicobar Islands,Northeast India,32.8092,80.1238,109.64,7.0,1
2015-05-24,Manipur,Bhuj Region,25.9971,94.5526,77.75,4.7,0
2020-10-06,Andaman and Nicobar Islands,Nicobar Islands,10.8511,88.9228,46.64,5.9,1
2014-08-28,Telangana,Northeast India,14.1281,76.2384,111.61,7.7,1
2000-12-05,Karnataka,Delhi NCR,6.084,92.9334,68.47,3.2,0
2022-01-22,Sikkim,Delhi NCR,11.2435,76.5675,30.51,3.5,0
2017-08-14,Telangana,Koyna Region,31.998,82.2943,67.22,8.0,1
2013-08-21,Uttarakhand,Nicobar Islands,18.6829,77.9851,82.95,5.4,0
2005-02-20,Karnataka,Koyna Region,26.0394,68.396,65.03,5.7,1
2006-08-18,Manipur,Bangalore Region,16.0966,76.2541,113.72,6.4,1
2016-01-04,Andaman and Nicobar Islands,Bangalore Region,15.4583,83.9706,43.36,5.2,0
2020-12-07,Andhra Pradesh,Northeast India,35.5109,94.2491,14.9,4.6,0
2012-09-04,Assam,Bangalore Region,26.4901,69.3636,104.44,7.6,1
2011-04-08,Assam,Delhi NCR,7.0463,84.1781,21.62,4.6,0
2015-03-22,Andaman and Nicobar Islands,Himalayan Belt,27.8828,68.4898,28.74,7.6,1
2013-11-05,Andhra Pradesh,Bhuj Region,20.0565,85.8823,51.14,8.3,1
2020-06-22,Maharashtra,Bhuj Region,35.8985,79.6988,21.1,8.1,1
2001-07-26,Himachal Pradesh,Northeast India,11.7118,82.8908,94.62,6.2,1
2015-07-27,Maharashtra,Northeast India,21.834,75.3323,108.66,4.2,0
2001-07-03,Telangana,Koyna Region,11.1602,85.7663,21.41,5.4,0
2016-05-09,Meghalaya,Bhuj Region,10.7992,71.5786,38.48,7.2,1
2022-06-17,Karnataka,Andaman Sea,6.521,84.2055,92.24,6.3,1
2004-03-27,Tamil Nadu,Himalayan Belt,11.3914,76.4601,115.81,5.3,0
2003-11-23,Rajasthan,Northeast India,29.4328,94.1506,18.6,3.1,0
2019-03-27,Uttarakhand,Delhi NCR,8.7252,87.2837,34.96,8.1,1
2012-10-24,Manipur,Andaman Sea,33.5842,68.2363,106.18,3.6,0
2015-09-03,Uttarakhand,Koyna Region,13.1098,97.0598,97.7,5.1,0
2019-03-21,Tamil Nadu,Northeast India,23.6816,71.5954,52.12,8.3,1
2022-01-19,Karnataka,Andaman Sea,30.2224,77.7266,114.59,4.8,0
2003-07-03,Karnataka,Koyna Region,31.648,91.3119,48.83,7.7,1
2018-02-21,Kerala,Koyna Region,22.4954,78.3338,100.87,4.3,0
2004-07-10,Assam,Northeast India,25.1733,87.4709,36.62,3.3,0
2007-07-26,Gujarat,Delhi NCR,34.6911,69.9328,87.46,3.5,0
2016-12-10,Himachal Pradesh,Koyna Region,25.4385,84.714,32.34,5.4,0
2014-09-07,Nagaland,Nicobar Islands,26.46,73.495,71.61,7.4,1
2000-06-13,Sikkim,Bhuj Region,18.5302,73.6932,89.45,3.8,0
2020-05-01,Assam,Delhi NCR,14.851,86.2521,59.5,4.9,0
2016-09-18,Assam,Bangalore Region,20.4398,76.6408,35.68,4.7,0
2008-07-15,Maharashtra,Koyna Region,26.7539,73.9103,70.74,5.2,0
2015-09-28,Andaman and Nicobar Islands,Bangalore Region,7.4444,75.2031,41.45,3.5,0
2022-05-16,Telangana,Delhi NCR,11.634,84.2662,13.24,5.1,0
2011-10-05,Himachal Pradesh,Andaman Sea,18.591,96.8159,29.5,4.5,0
2020-04-29,Rajasthan,Andaman Sea,17.9449,85.182,89.32,8.3,1
2020-02-07,Meghalaya,Andaman Sea,31.1608,68.2443,50.65,7.2,1
2010-05-13,Telangana,Himalayan Belt,35.992,79.5093,89.77,4.1,0
2022-06-12,Andhra Pradesh,Himalayan Belt,23.9555,69.4398,83.12,7.2,1
2004-08-23,Uttarakhand,Himalayan Belt,13.5811,94.3473,114.93,3.5,0
2010-11-19,Manipur,Delhi NCR,19.104,75.7863,110.37,3.3,0
2013-01-08,Nagaland,Himalayan Belt,16.1612,82.3214,83.77,8.4,1
2018-09-03,Nagaland,Bhuj Region,22.9121,82.7181,69.64,7.2,1
2021-07-02,Maharashtra,Andaman Sea,13.053,89.5365,113.41,5.7,1
2020-12-15,Uttarakhand,Andaman Sea,33.0395,95.9799,12.51,7.7,1
2010-08-12,Assam,Northeast India,31.6422,80.7113,82.49,3.1,0
2008-05-18,Meghalaya,Bangalore Region,12.148,94.943,60.09,3.4,0
2010-01-18,Sikkim,Andaman Sea,13.7475,92.6904,21.18,6.4,1
2000-11-07,Kerala,Bhuj Region,28.2605,71.6428,88.1,5.2,0
2004-11-04,Rajasthan,Nicobar Islands,28.0734,75.107,45.9,5.7,1
2015-08-03,Tamil Nadu,Delhi NCR,16.0798,71.7967,57.42,7.5,1
2018-04-19,Assam,Delhi NCR,26.8459,71.1317,60.79,5.4,0
2023-07-22,Kerala,Himalayan Belt,9.8953,97.9591,65.5,3.9,0
2002-10-26,Assam,Bhuj Region,19.5213,74.4666,8.86,4.7,0
2023-05-30,Telangana,Bangalore Region,24.6538,74.9643,76.99,7.7,1
2016-08-30,Maharashtra,Bangalore Region,24.586,73.8647,103.14,3.1,0
2023-04-22,Sikkim,Delhi NCR,23.0325,93.9214,85.89,8.5,1
2012-06-25,Andaman and Nicobar Islands,Nicobar Islands,24.6063,87.2169,15.03,5.5,1
2023-01-23,Maharashtra,Bhuj Region,27.2206,87.6658,24.65,8.1,1
2011-06-12,Uttarakhand,Northeast India,10.8749,73.1501,27.58,3.4,0
2018-05-16,Sikkim,Himalayan Belt,8.5537,85.7977,72.76,6.3,1
2007-10-30,Tamil Nadu,Andaman Sea,34.5476,75.603,51.72,6.5,1
2008-12-06,Karnataka,Bangalore Region,8.2032,97.0771,74.49,5.9,1
2006-07-22,Andhra Pradesh,Himalayan Belt,27.4869,74.5771,41.03,4.6,0
2019-10-24,Rajasthan,Nicobar Islands,14.802,83.3198,69.65,3.9,0
2007-12-08,Nagaland,Northeast India,25.1999,78.6053,39.96,4.7,0
2024-07-30,Rajasthan,Bhuj Region,11.5929,91.5887,92.29,8.2,1
2006-11-07,Gujarat,Delhi NCR,27.3977,91.5043,76.93,3.2,0
2020-02-18,Andaman and Nicobar Islands,Northeast India,6.687,95.4056,55.08,4.7,0
2002-07-26,Maharashtra,Koyna Region,29.4218,94.3622,81.21,7.8,1
2023-08-10,Sikkim,Delhi NCR,17.9265,71.2892,93.53,3.6,0
2007-04-21,Sikkim,Andaman Sea,17.2198,81.4956,20.22,7.2,1
2012-02-04,Gujarat,Nicobar Islands,16.1716,78.4175,110.03,6.4,1
2016-07-13,Tamil Nadu,Bangalore Region,32.4837,89.7892,59.81,4.3,0
2003-07-25,Andaman and Nicobar Islands,Koyna Region,11.8192,77.8945,101.59,7.6,1
2009-12-03,Andhra Pradesh,Koyna Region,8.5728,83.416,66.69,4.6,0
2001-05-18,Nagaland,Koyna Region,32.3853,88.7664,35.31,3.1,0
2010-05-26,Gujarat,Bangalore Region,21.7628,74.5658,65.39,4.0,0
2018-07-22,Uttarakhand,Andaman Sea,32.4153,81.0856,26.56,5.2,0
2000-11-07,Gujarat,Nicobar Islands,20.6898,93.8893,114.25,3.3,0
2000-03-19,Nagaland,Andaman Sea,25.5591,87.2239,105.45,6.4,1
2014-04-09,Uttarakhand,Koyna Region,35.6413,95.0764,6.88,3.6,0
2003-03-06,Rajasthan,Northeast India,21.9545,86.5193,18.71,3.5,0
2016-04-29,Uttarakhand,Northeast India,22.5259,84.2462,65.64,3.8,0
2016-01-26,Nagaland,Andaman Sea,22.0681,94.0083,64.95,4.6,0
2017-06-18,Nagaland,Bhuj Region,8.0495,81.5349,78.98,5.1,0
2010-02-09,Assam,Bhuj Region,19.4417,76.6086,97.15,6.4,1
2020-07-26,Meghalaya,Northeast India,17.424,83.8403,112.39,7.0,1
2014-06-24,Meghalaya,Andaman Sea,25.9175,79.8786,25.36,6.4,1
2017-03-11,Gujarat,Nicobar Islands,8.2719,78.2405,74.81,7.4,1
2012-07-16,Assam,Andaman Sea,33.2484,96.8378,110.66,7.4,1
2000-01-30,Kerala,Bangalore Region,10.4137,87.6322,54.52,6.9,1
2007-08-22,Tamil Nadu,Koyna Region,9.55,74.886,20.68,3.6,0
2006-03-05,Rajasthan,Bhuj Region,35.2537,71.0313,41.63,3.1,0
2008-01-08,Kerala,Koyna Region,34.936,93.2288,18.91,5.8,1
2014-03-20,Sikkim,Northeast India,34.0254,85.0537,96.85,7.1,1
2023-12-24,Andaman and Nicobar Islands,Delhi NCR,8.4196,94.7734,29.03,5.3,0
2022-02-02,Assam,Nicobar Islands,15.4153,93.7879,50.06,3.6,0
2007-08-05,Telangana,Koyna Region,11.6512,90.6595,57.26,6.6,1
2006-06-08,Rajasthan,Koyna Region,35.8644,89.7274,75.71,5.2,0
2009-07-15,Himachal Pradesh,Koyna Region,21.1459,72.2486,101.25,5.8,1
2023-07-28,Assam,Koyna Region,7.0664,97.2885,46.75,4.5,0
2007-07-02,Kerala,Himalayan Belt,25.4795,73.9153,102.65,4.3,0
2020-04-23,Assam,Bhuj Region,11.0473,78.5241,61.83,7.0,1
2017-07-03,Assam,Koyna Region,20.4398,72.5094,114.76,3.6,0
2015-08-26,Nagaland,Northeast India,14.0864,73.9815,43.84,8.2,1
2013-07-13,Rajasthan,Himalayan Belt,16.88,71.2202,47.26,5.7,1
2011-11-21,Manipur,Delhi NCR,32.9338,83.5889,66.62,5.2,0
2002-08-10,Rajasthan,Nicobar Islands,31.7756,71.7782,100.37,4.4,0
2023-12-18,Telangana,Himalayan Belt,20.5441,79.3133,32.8,3.7,0
2021-05-18,Himachal Pradesh,Bhuj Region,32.6548,78.3528,117.54,7.3,1
2013-08-20,Sikkim,Himalayan Belt,32.5911,82.936,74.29,6.0,1
2004-10-07,Gujarat,Bhuj Region,35.2163,73.6914,9.71,3.8,0
2001-11-20,Assam,Northeast India,35.3139,87.4275,15.04,5.6,1
2021-10-15,Meghalaya,Northeast India,6.2733,87.8231,17.23,6.8,1
2018-06-15,Andaman and Nicobar Islands,Bangalore Region,19.3195,73.4454,15.84,8.0,1
2000-07-24,Rajasthan,Andaman Sea,19.2602,77.0939,63.08,3.8,0
2012-01-29,Tamil Nadu,Delhi NCR,31.202,95.6218,77.44,6.8,1
2013-05-20,Uttarakhand,Bangalore Region,16.4261,68.9637,20.69,3.6,0
2010-03-05,Maharashtra,Andaman Sea,13.8456,80.5532,107.33,3.1,0
2016-12-25,Kerala,Northeast India,23.1192,95.8104,43.26,6.5,1
2023-11-30,Manipur,Andaman Sea,20.6187,90.2385,83.71,5.0,0
2016-12-08,Telangana,Himalayan Belt,25.9861,83.9455,118.22,5.3,0
2017-09-20,Telangana,Bhuj Region,8.6581,79.1184,50.02,8.2,1
2022-03-29,Uttarakhand,Himalayan Belt,9.3607,86.1061,23.38,5.2,0
2017-07-15,Manipur,Nicobar Islands,15.2559,81.6756,111.59,7.4,1
2018-09-11,Karnataka,Bangalore Region,9.0603,89.1829,117.63,7.5,1
2001-05-22,Tamil Nadu,Bhuj Region,11.9579,82.7553,76.33,6.4,1
2004-10-03,Karnataka,Nicobar Islands,27.8343,93.7377,11.99,5.8,1
2017-05-01,Rajasthan,Nicobar Islands,13.9806,82.8526,7.97,4.4,0
2007-07-14,Karnataka,Himalayan Belt,9.5932,74.6731,97.32,4.3,0
2001-10-26,Andhra Pradesh,Northeast India,15.3241,92.2208,27.18,7.6,1
2007-07-11,Uttarakhand,Delhi NCR,19.3384,68.4088,111.25,5.1,0
2020-03-23,Kerala,Koyna Region,24.7518,70.6628,55.43,6.2,1
2012-05-16,Andhra Pradesh,Andaman Sea,10.3858,69.721,30.38,6.1,1
2023-01-04,Kerala,Northeast India,30.0142,79.8171,81.93,4.3,0
2018-12-31,Nagaland,Bhuj Region,32.9143,79.2095,91.8,5.8,1
2012-01-20,Telangana,Nicobar Islands,25.3922,81.9343,85.09,5.5,1
2016-08-13,Telangana,Delhi NCR,35.0073,79.28,88.96,5.2,0
